projectName,year,month,sum_loc_added,sum_loc_deleted,sum_commits,median_contributors,max_loc_total,sum_abs_loc_growth,prod_loc_growth_factor,age
sdl,2011,12,243805,188341,1505,3.5,1773163,34805,1.0200217676708795792843776163085429401337115737671716884944725157132092905098016741921389540596113493558351465468179926390652179454919174016928000,12
emacs,2002,12,234292,173947,4780,25.,945222,60345,1.0681959187498589187702655409478558628024218068777092473267604496809503089799693767395549267532067707777228557095737146892858697611666538038400,17
html-template,2008,12,0,0,0,0.,18633,0,1.000000000000,9
libogg,2008,12,420,149,33,1.,41206,271,1.006620251618572392795296675272144916463913586558973665533172326456831189238664929586777237760634970669553194495683059200000,8
libvorbis,2013,12,10,8,2,0,186264,2,1.0000107375632200,14
marauroa,2007,12,25003,22755,582,2.5,14892,2248,1.1777918380850801944829293148631161549338489678693741660724289894699439408850155366995962688825101646366914466596927882842089527832674304,4
ganglia,2009,12,2918,938,348,3.,315452,1980,1.0063163536143200354653869137171023709156446701591657509183755867239959407584582198704232361814108799100204189813180423444031228544920756027392000,7
ogre,2009,12,373405,287515,2370,10.,887902,81466,1.1010197957918249627226680585999615186957761809777870752438352657405842816840109477356586884939663274485340611964744570553610242029649920,7
postgis,2012,12,143588,96892,2112,5.5,281524,46696,1.1988519256601245581182277687957748174587041653235143865849526954774984666167423087321813057145123035391981840543141971155964263467208704,11
ocaml,2006,12,81182,45901,335,3.,245943,35281,1.1674768111821564390001986789554222219639657714139268535264867760194784310548381536844118197576200398297910428800603205031591928016128000,11
maven3,2012,12,14228,8279,485,4.5,330497,5864,1.018063474753821118272017790849716803897848010245303621808711833089461292440397783934345677914743278046285759306983502491462988161508532224000,9
v8-js,2010,12,625161,210094,302,6.5,808946,415067,2.053793170026147865943818948698166569111756924250349307086595206642886156015101079289848947616572408205649490206955877508807671514080000,2
moodle,2003,12,343162,171275,6233,13.5,231163,171887,3.89977393920012866935458619449865491558482168613595204153707220915324438748546916081949408966124833939572062380450393777920000,2
port389,2006,12,141629,51753,428,3.,714315,89876,1.1439307923145279030678298008493387610640665774769729238817169348314411808578990716644678502161622806087466202802849272591024125092975878988800,1
compiz,2013,12,102461,27307,491,8,305246,13196,1.0451840438281579509113374043109144,7
roller,2006,12,12340,311,41,0.5,81428,12029,1.1733310278249496243330725061506348376720140404793217956932394955650010152000000,4
taglib,2008,12,5362,1424,142,2.,16520,3938,1.31298680657573163480446932017592093320343633128143755300070832730463667149485378455657007248000000,4
openlayers,2011,12,39838,24430,1362,7.,109597,14457,1.1519550136661498576765663170918477568536092148832259386073855237548188720551157612339488155059149126502029002533618535033336223991649940000000,5
geexbox,2006,12,10208,4830,1021,4.5,15678,2370,1.178088367894306852580068174258170759722360228451869182888867283259647631861906244427314796066108931408750455203911510349789565349754920000,3
jruby,2007,12,249203,123795,2947,5.5,289892,125408,1.76243282025525315633920209415301855800885977853882075678876641658189531857043458021204575175208031055173131289072995701419921892176,6
bluez,2004,12,16953,17798,420,1.,5128,2234,1.77194194884264303801873933321920295757503189014496969218502878115519579425258008888260876492276113811484913280000,3
hoogle,2010,12,0,0,0,0.,5284,0,1.000000000000,5
PrestaShop,2009,12,246866,170386,5614,6.,315156,76480,1.3204343963841876389511308094379807891326740959311302366934761016640465590181011816665536377291555712773185278909187886067045766371737600,0
freeciv,2012,12,48281,24595,756,3.,359613,23686,1.07050936661924283637082782940158200800135535094178374087924588456162395469710484821311212318191293069929090989474230661878282064071997511680000,14
openlp,2007,12,23173,15839,255,2,19531,7334,1.656051525123980366535744039895209788713439274381806391949666010992939732456311916155595528271411258725098456259195699200,0
eog,2013,12,42,8,10,2,34792,34,1.000978192070900,14
cdrdao,2001,12,10664,8009,137,1.,56338,2655,1.05207107554695631299348151864578157395401737988701749316466798864197966891799014074763644225383350075846347056588909843541303613440000,1
gnokii,2003,12,87476,7441,559,3.,150415,80035,2.1371838590594967448666249835453856142574387152232671800510046754084746205181160749897397099137546071779369120620712493177443085966181482880000,4
metasploit,2006,12,76334,53531,561,4.,113313,22803,1.251939012266447599330974074288661248437942369461559458148199295000,0
gnulib,2000,12,9856,14523,712,2.5,27686,-4667,0.8557475350022274389755567017974794740935748506049911932087691306580436208678209402872715998713642984774575055641607354255998072327856640000,8
jspwiki,2010,12,12310,11530,165,1.,99691,780,1.00795723495853677623404514891867371182083206396294972389185931979076670053328318669135104000000,9
netsnmp,2010,12,639814,249139,2184,7.,381662,5325,1.0148150415028058965049147538025967531865921928401410686468023095691638026855048649431928068170610507137460825657487782209524485219463040000,16
rsync,1999,12,1408,883,92,1.5,16620,525,1.03262287951752443125337002003388580871758358933086595515919137485970556055952582351855884528156205519463444134316326164582400,3
ghc,2005,12,31837,23492,1023,6.5,206243,8345,1.0422281483860521266336278038557108290472820343554675958810981680674016396768438323078479461851350461356655708816561897506062960824370867706265600,9
mako,2007,12,1561,1705,104,1.,7028,-144,0.97992191857298213654915937882316463737849710228826085725895088193520042439912788367103912874777707838771028594191578296247854110841043845120,1
pgrouting,2012,12,217,127,30,0.5,8601,52,1.00608258275829938878352520000000000,5
groovy_eclipse,2004,12,1609,1549,44,1,3629,60,1.018393623537852647392585515388137743784543977829856116694625577600000000,0
krita,2011,12,382031,2155061,2617,18.5,408002,-170820,0.5733680992509607709497414288279281060756798864749279660932989885786235156964721271177448785076561900574439710128403051126205296000,13
pulseaudio,2013,12,4156,2243,147,6,261252,1913,1.007376445501626320776557823622738470,9
Gears,2010,12,811848,1921,23,0.,2310527,809927,1.539735439177819349777233414410336695809733730015084000000000,3
wicket,2004,12,50323,17685,345,4,115521,32638,1.39378400883667100860919915255852,0
aegirproject,2010,12,39190,25842,2966,4.,17184,5076,1.4192269573853713738326308436287981829010458775364601881173079677378363584100494565756083515593795605291256141472406504799060857653971200,2
nant,2008,12,2687,1326,120,1.,79041,1361,1.01752059732285004337581348478498363132060601200216263506345439516406613603815497138977369949148441519856613901232344901092400000,7
devkitpro,2010,12,15557,16541,631,4.,200944,-984,0.995093933230348370998231154392686916838960822783605810035887401247756470372533265630410845902621426069359840587138614050035402510103135054504115200,6
widelands,2010,12,422237,323528,2846,8.5,116572,16738,1.17160491296124548638839171665353689912747070008732511550949642755399656772926270713586719679466960011210669660639553859066968185179648000,8
perl,1989,12,124912,55744,146,0.,186818,69168,1.587913302139148069852973186797875000000000,1
kss,2010,12,1005,132,20,0.,36347,873,1.0246095732062129485122682895629163745000000000,5
supybot,2007,12,2422,54094,27,1.,88024,-51672,0.4129782786354929777551810136465800846145272088343000113064997579030942723822281995520000000,4
flowplayer,2007,12,94913,14120,309,0.,92337,80793,7.9987006232772330691308671457769834174877948381955318660000000,1
editra,2010,12,21918,4143,337,1.,79016,17775,1.2902467301835015986547625740729636082692925843810943012202618076038055037106120694045434201432892118742518643016938257866422638372109590400000,3
PrestaShop,2012,12,204302,149185,2317,11.5,607831,55117,1.1026198149658768379682207852946325621503781149090369772858967227072950652681871562157851757499862286893350870627754541346348948480,3
ndiswrapper,2012,12,49,2,4,0.,23395,47,1.002013020386879831349617569725254760000000000000,9
Spark,2007,12,45590,21862,902,3.,75971,23728,1.45618487325990135425868262560795503672170043025421010159924065573802482974574451266687575863649952924225155551123226759108120247910899200,1
qmmp,2013,12,34186,16629,219,2,311402,17557,1.0597491874882169906117512402712197,6
gtkmm,2010,12,61052,78179,292,2.,158310,-17127,0.89030154739562584930966228589962615826258915909989372599483052944634631511892171638118537558616943531741011102833693062888083791528056460800,7
struts1,2007,12,3707,2742,171,3.,171144,965,1.0056704998852662130952164332496368659443866996069873338788394207090120298321125830036967934132686446485742037645019786596328000,7
cubicweb,2006,12,13830,9264,132,2.,13904,4519,2.9148305082623946312005932516788794268485220556958279086255555169834431911058826852962800000,0
swingx,2009,12,25094,17322,400,2.5,138640,7772,1.0593880857049648557951638187227178332462064035566584302493028347438150823104011711650835060075683873251545250195239844140935817083898630400000,4
ci-cms,2008,12,115322,96395,435,1,118154,18927,1.3553031723314976866920375572327642095773400755295670372858451321728475968000,0
xalan-j,2012,12,29,29,6,0.,204446,0,1.000000000000,12
buildbot,2008,12,4269,1440,189,2.5,29259,2104,1.0774811268745333675907797948449945795844546688095105506493706984886761259295174208423554441022121629442215067380785920000,3
dwarftherapist,2013,12,0,0,0,0,43100,0,1.000,4
scplugin,2007,12,10433,6162,159,1.,23521,4271,1.22200852478527946780001636989485025758868413551177200956809467600277105803473967080142137221010638504001298376675065856000,3
trac,2006,12,29808,20492,1354,5.,30687,9316,1.4359178325841981572827999581133832238028651954847301952190588305756563746466728079118881190286770878981839380228897736967929242419200000,3
scala,2012,12,680811,499702,4407,25.5,315292,45502,1.187307298068473077437443740148185922844051492985743958627671441895973518431026142357012582092126720577693282312961859705148537356236800,9
pyccuracy,2012,12,221,21,11,0.,14760,198,1.0135970333773068453066840000000000,3
adodb,2003,12,0,0,0,0.,7930,0,1.000000000000,1
jhbuild,2010,12,82718,60975,1087,14.5,60992,11896,1.24230079840977039170041758504048695109644139779455909668000000000,9
planeshift,2003,12,199358,127011,2121,7.5,130214,72347,2.32150294087362520267698881575391175743392201790147167034534739276301968386817069449864114301736435005500474850929009468248903078800,2
plan9port,2010,12,5597,1618,75,2.,810654,3979,1.00493385362629733857546669052306146368320689384828603072439598431852718420899976122357134832835859273136527925927927390603539102520730502834762139345715303079680,7
usbloader-gui,2011,12,43579,32920,301,1.,56701,10659,1.2315060162444290490505880147807961394132998734068120510011122727949303292488510419922035496635473152610056797585408000,2
macvim,2005,12,116783,81598,915,1.,390333,35185,1.10057052369615168062867802942961891220650721992079397294577588145794750547184142090200372958399801774749265897356589423166489324828160000000,1
gnote,2013,12,1348,1168,52,1,32504,180,1.0055686177452352973477607937097547435,4
groovy_eclipse,2011,12,0,0,0,0.,73314,0,1.000000000000,7
opensso,2007,12,734939,101758,1647,23.,1116625,633181,2.309729772255404443670431101851118398198413626994045983214216286836355541498462710246388621315044993705654058351259766040606652800,2
cobertura,2008,12,8252,6890,11,0.,24777,1362,1.058167841126057345081860000000000,5
axel,2011,12,0,0,0,0.,2661,0,1.000000000000,3
gnome-terminal,2010,12,5195,4368,183,3.,29120,198,1.007158092625459210462824954605521139744807979014757420948286210746164527689577125780636103568179155795455144999424266492574858832446187737561600,8
ckeditor,2012,12,367669,259908,1845,6.,100966,99503,254.1882951176962616212629471328341249415871612020787450904680519274010093445699951133367751425888513300283622949072002443520000,1
drupal-contributions,2009,12,8696,3680,583,2.,29752,5016,1.20278137128101611099874865566728872394036056195108835835775070852956705785282522277320859538754633029504325560666493957465345280000,4
debhelper,2006,12,270,151,54,1.,3066,119,1.0406282007532288755434293707301298096413239583047119561345156005245690901677342524999931465976666756822095360000,7
eZPublish,2008,12,185337,55512,3078,8.,502295,70897,1.1643424401789607066736313230547205931108038620759451142003214338850784752019937329591141879298203069290394634933070662681806447844736000000000,6
coppermine,2011,12,919802,19855,346,2.,3513301,899947,1.34436475111709480675166770959908468508770566281010500728308919945913816978919120066591766603317119081228841380503600305853659367471880800000,8
mandriva-linux,2000,12,84048,22053,1953,7.5,79894,61995,4.4636013183121040103228970176243238328614851563365212838870602273801453360347605741479946465311146206919302981086184142215350000,1
aion-unique,2011,12,0,0,0,0.,1136480,0,1.000000000000,2
awn,2008,12,69745,53162,836,4.,51031,9372,1.224969394357318903740975579024507043724413512928741043431328270458987968114616142760509630176363468800000,1
xerces2-j,2011,12,333,124,39,1.,178939,209,1.00116936160684656179339792154891101150681224019617797417242494847868319434978024448887059351817812198887335384804135642000000000,12
smart,2002,12,3393,2949,153,4.,8530,444,1.05490972049959814702982,0
rproject,2005,12,137991,60143,2528,10.,567576,77848,1.1589617093659855127685122992183287375363701792145275790708511716813057328226180333584257950000617213159548042313917534079003530427292928000,8
bacula,2009,12,112060,75863,1654,5.,341079,14144,1.04326242220114624345387588539922882780090425427556372366668858747068190405873608789181106388806216333594551216451458861705130931704604097314816,7
tortoisehg,2008,12,23615,20714,728,3.,11399,3006,1.35815560591293593507397970015607781107930115907369799308898076671910607765803300043221888253620794186900386789885889925936000000,1
phppgadmin,2011,12,46,24,15,0.,311775,22,1.00007056914011637031875562977000000,10
cmus,2013,12,78,40,7,1,34609,19,1.000549291702798503131096250,8
kdevelop,2006,12,527417,421426,1370,9.,350430,105991,1.9681488520120500706874918505761917330915968479974619135927541174959002055145906848349590029739551467902701940755215884131260641280000,7
ettercap,2010,12,39285,0,6,0.,92730,0,1.000000000000,9
spring,2007,12,534157,402212,4187,12.5,278060,127119,1.84217674452597866260859668259024006515086066434801628817794895138504974742156200913716110884828788972354518184947834317824000000000,3
devkitpro,2011,12,6750,3202,338,2.5,203283,3548,1.0177769761106480982571087674205176049456993777054974815738664164578398907905477529264533497052926419327101349336753809641280000,7
sane,2008,12,37503,9080,283,5.,445504,28423,1.06814743418942321583689370078148149091962608402163552641783230000593901248534851244061103645331782248158034431675171910682318430117976912128000,14
opensync,2009,12,78215,48589,1064,5.,129231,29626,1.299122603286936702804315244914595064942117568819812443786812515137611760063516566538474878456036658036488638823860734354013640000,5
e17,2009,12,161042,127750,1614,11.,241525,33292,1.159878597534125196611649274662258953439818405943745774916631835924458098599877349648045139104213870449656865563016398344088808921088000,1
ctags,2003,12,3587,1272,142,1.,24336,2315,1.10512692428713204402603672502141663581070751851820511106932507501597180353303263593523578218776381174621179488770496000000,2
prism,2008,12,16478,9968,228,2.,8259,6510,4.7221269304843038288102122418599128482832656966537634208035497388867686994147550983738910378974948260147982778826069313142885483520,1
netbsd,1996,12,716798,305164,6500,26.,1744579,411634,1.30881544251077568431673132875571078788861975861621885771767988011617596379074126396621774546956588022640706263334144239573749722319059200,10
poi,2005,12,22190,6735,189,2.,192581,15455,1.087254270962984420872418604302501070790930644081133773888977665810889984084871863206154434373996181932680704000,3
meego,2011,12,42256,26324,1498,77,925648,15741,1.0172995701754413707615206038178312047,8
bitten,2013,12,0,0,0,0,15688,0,1.000,8
jslint,2010,12,204,161,17,1,6178,43,1.007008964955,0
wolfcms,2009,12,4743,4168,207,2,24054,575,1.0255555555617834320396493846439560906157745824929204137520,0
nclass,2009,12,4672,1348,41,1,48331,3324,1.0738551780826276916834804661628172335672203268240,0
ffdshow,2004,12,327093,102731,1534,1.,443231,224362,2.059876137853367867210538327702944522564007765845604123916273591845760778019025183149114422581424731949417370738826368000000,2
acpi,2011,12,0,0,0,0.,14813,0,1.000000000000,9
google-guice,2012,12,2113,520,26,0.,1035522,1593,1.0015407247499427684706058782554919603998262134534001200000000,6
cpio,1998,12,0,0,0,0.,6616,0,1.000000000000,4
jedit,2010,12,65767,73755,882,8.,319109,-7988,0.9748163561292131870594077472152124706306623229623070788482533771449584561876048137693689201070325110332568762601220668893842592305737490841600,10
jython,2010,12,45728,16078,462,5.5,646556,29694,1.048560789306532857036169759910761843530138086637243877331245360954839153161834537614205123387030770512116142464679164780500248129526056648576219993600,12
tor,2004,12,43343,26713,1795,3.,31966,16630,2.0843766301655402940196288766735349731818017569793146040877421373066063994841117308278509843699984282464169381815565075957452800000,2
kmymoney2,2002,12,58888,34099,496,2.,54891,24789,1.82350009968167160812683751349314812575189199217263417905875023124858597236148046905573833916735947362634963523185528895466364600320,1
mc,1998,12,318318,109528,1778,7.,210288,208790,140.379172269597268579826284102232752611434499063209229256343184433615839313450389146034601465909981319624132699706370919923200000,1
grass_gis,2010,12,137495,105367,2677,8.,1199199,32128,1.02752874503793610650400897212189737563699720875020512489392796219129018888850265807745672773877205840478745804717326792677732104187104823347200,10
gate,2000,12,46791,14139,677,3.,32654,32652,16326.99999887383737345706814322446107612059986527619529618365369128143738862202845895931983302250292301003432968499200,1
beautifulsoup,2007,12,310,157,23,0.,1791,153,1.09340659340175537167982059444517000000,0
pacman,2013,12,1541,1135,129,9,54611,406,1.0074900839406174729779469321089086308,8
remind,2012,12,119,57,24,1.,25194,62,1.002466974375558629553644910000000000,16
warmux,2005,12,11704,7987,248,3.5,27170,3717,1.16349241257982357933480111260812014632452700,0
gwibber,2012,12,16227,43466,638,3.,22746,-7817,0.654466693264444487280898134129048569932245350815741356853865950799648680095139099941489779863002470400000,5
observium,2012,12,175805,154698,1456,2.,67589,21107,1.4540897551539593948497433547887217077335247192676007762215015415577942954248765527471105017134552130025266708128629557398953580100828160,5
activemq,2011,12,49789,12209,738,4.,1141757,37580,1.034034398470546953846865029277753309860684260437007702937869623372547964171221929858030644885935357087581989436125053750414926224892651515929395200,4
Darwin,2009,12,2214,2532,88,1.,10163,-318,0.967594007942806679591831589085435961432448057614624915338400542869907286604101594525193393511248482946032969466405853383314041354740645190459392,4
vimperator,2012,12,3494,966,79,2.5,32757,2528,1.083628303945318857791086641466464252964323079526055175009867010061333160898295293895765648426748511256475021273185296960640000,5
sabayon,2011,12,46666,58216,783,4,193540,-11422,0.9442725968689957255136623238257830,5
scite,2002,12,11246,4894,969,1.,42990,6352,1.1733719089564049222501655608697929523492540632339841843024438389390329485390424422041359763286664135665549100634644752199911655871160960000,2
nant,2007,12,10155,4369,226,1.,77680,5786,1.0804795949613287159336685519444744518441798658962505943786779361712633802570339050272486082830362550161085020934851527616000,6
capistrano,2005,12,306,77,26,1.,3156,229,1.078237102834749545260703045562081600,0
ntp-pool,2009,12,1836,828,80,0.5,25139,1008,1.04177199452143621057494844922171977713274775317360817017834500000000,4
catalyst,2012,12,3225,1687,162,5.,431413,1522,1.00354043234218331398625492188862810181073001732784713096936501294919347035171330697000347459759943522935125244562447155088731200000000,7
hurd,1998,12,18545,17016,320,1.,348952,771,1.0022311481009779156112275240919085869510976465613994554859923221451469929436335292407916688794652678102686625582746750976000,7
sed,2011,12,42,32,10,0.,24366,10,1.000410576449307808373211476593401307200000000000,7
findbugs,2004,12,51799,22993,1616,3.,57918,28806,1.989488870659194048073289784282247601706818661768833452889667921761826391023552289465897554952329576704102345082224640000,1
racesow,2011,12,59717,29526,365,2.,1805404,30181,1.0170012443510617912086520567947490940030849285331421451533926617440312180436546666783114188400948077431194481534873730952858538455040000,3
wxperl,2012,12,6426,1205,221,1.,57469,5221,1.0999272699394548806604291891369640626161558319754840026620070136846257056503950835977381772800000000,11
sharp-architecture,2008,12,1477582,808786,410,1.,680426,668796,58.50610489326714988167553150991218090174200,0
mplayerosx,2013,12,0,0,0,0,6998,0,1.000,10
newsbeuter,2009,12,6377,2064,239,1.5,17330,3748,1.275953467809903073747435503147736716233845969755383546078180415233859710946969964939692786283604541066526900230814759918463324150400,3
couchdb-python,2008,12,1366,378,66,1.,1885,988,2.10144927533132307446863625969132953798640888953418101974201464080056980701085786804406732974592000000,1
cakephp-media,2009,12,11178,9637,409,1.5,7503,1534,1.256994471493088323891213707937002308077666286785635575561532329585921201935632960000000,1
p4155,2011,12,2527782,2232493,293,0.,1869552,295289,1.18757285155317969236096787916876307520918741269973975390067200000000,5
etherboot,2009,12,1755,695,6,0.,368183,1060,1.00288731569500000000000,11
gnome,2005,12,1457825,1146353,20650,133.,4257254,306330,1.077533761730261136624109652713382132099860709062079158621002613099665029084512467885866107259381251130571619807514975518308595721501609932800,8
bash,2000,12,11323,4240,4,0.,96142,7083,1.0795315465000000000000,4
drupal-contributions,2008,12,41021,20617,1616,2.,24736,20404,5.71006463511587882967968638054371845862490151933674031942855234307341897131454538412489725844094041107137947344156982144230630912000,3
poedit,2010,12,3624,18572,230,0.5,29866,-15267,0.4828952716377068729576813273460759965767699314027523215259790382012002208000000,10
beagle,2012,12,0,0,0,0.,231097,0,1.000000000000,8
emacs,2005,12,130605,75766,5221,31.,1148280,54839,1.05015268313281285995306759247580811146119837240094961378052022889801018480093419847048543450784164764216403595886298802009652008080680773248000,20
jhbuild,2002,12,1795,1114,153,4.5,1388,681,1.963224894021867660857187684704336821748116073877956422451064669012649789539131181982817807017377280198030832502586020135218661239382000,1
libglade,2007,12,46,117,9,0.,16397,-71,0.99566465164624314646209773782882810600000000000,9
rubygems,2008,12,10423,7281,325,2.5,19795,3142,1.18867471327273456104588333915010993104474025221175550915536769704617210019111773624069077097682167116677467068669267101860993337589760000000,5
tidy,2006,12,5912,4744,136,1.,51226,1168,1.0233329337983648630405546001826208736124218313484328281401109423691125044556510038693768694862739518934630158527125013040575204520207436800,5
sonar-ide,2011,12,10978,5636,280,1.,28149,5342,1.234329078382421265484110151970886032975783789091054703391049515149696461060677804263712256000000,1
synaptic,2010,12,46924,52541,310,1.5,116133,1005,1.00872941421730253132664941758171457186270048557278536604637570502236103887298523215019088107885539771611670434031424000,7
sdl,2010,12,101222,298040,930,5.,1948749,-216030,0.889464118714844975868753219015880976209599651132041419648439540715030833978081240460775363095378771636977924082010202526996346226045065659656888661914803200,11
dtango,2009,12,681794,667812,921,6.,300397,13982,1.04953869701428380065869335985157250971140698345464171118365186838521292454325630502852455853659723975184187775191027221385745294610725424273600,3
archlinux,2002,12,1252,465,52,1,1018,787,4.406926406168746782844672961295641746592366873250659980092846858658759455000,0
nedit,2000,12,1279,571,17,2,45695,708,1.0157378798288441033392962111751511360,0
xine,2001,12,404610,158570,4435,10.,377432,245962,2.870860272261125045577587062312504148548144947040078601883021078269841059397734400000,0
ree,2004,12,108786,34669,1208,15.,326365,74117,1.2938259173338589951372028162361778869868250033619259953334431451706921037312859724695885945808269417868320327728882018535986385052411840000,6
xith3d,2005,12,1532,429,18,1.,24588,1103,1.046966148601749491627354631703414430741826155005060817620731803749640765659226651565120000000,2
intellij-idea-plugins,2005,12,8705,998,74,1.,11332,7707,3.12606896616111685015303592394507445233511873341451756213150926300283118513297650716246611626538965416784250965666560000,1
krusader,2013,12,428,329,32,1,61270,99,1.00161841395445835741068290,11
nltk,2007,12,156666,170431,752,4.,117310,-13765,0.768340093240490319469378775062510684606979897336335483601865366450447865913019284278672885631406953408254219238943564582166351152000,6
etckeeper,2013,12,1,0,1,0,1190,1,1.000841042893200,6
mojomojo,2011,12,947,534,44,1.5,19383,206,1.010742034729485627889731148194477392884015471240000000000,6
adonthell,2003,12,11114,2895,138,1.,68077,8219,1.1373082962999773830603261130418878422333485221649755516732367107975613884554462459703354999421128794128600000,3
sdl,1999,12,32025,19392,81,2.,94575,12633,1.15417002270239953523160,0
dom4j,2012,12,0,0,0,0.,73530,0,1.000000000000,11
intellij-idea-plugins,2004,12,3075,1078,11,0.,3625,1997,2.22665847700000,0
kstars,2003,12,34666,20707,482,6.,57742,13959,1.3188223739680982560028214159864009906919742381092302640190614040731765904906510944679745192715757690263684241508000828340011548441210880000,2
eventlist,2008,12,12102,8148,530,1.5,25330,3954,1.184973802398363177738576609543871538856031023736653018411702672537979402194105704672426082708725073773405846880000000,1
serendipity,2005,12,273573,63500,4312,12.,288276,210073,3.68625244549809081568453968361548138008688007927180485644381607879619403151308126637993240940440465758923736091452619696691200000,2
postgis,2002,12,9365,5421,128,2.5,68606,3944,1.060994092351866507535921041037777133929766848663001540612466413386575613512747901866461242793165925283668942148913489997783149903230476804410613760,1
pligg,2011,12,1883,1178,283,1.,133128,705,1.005324331060485598769757622994475902676998683032151833980606142534012219759865750726501306511329245161994785359162560000000,5
themanaworld,2012,12,217979,209947,219,5.,208821,7739,1.0526570049026417859496115180326212396425423477516762428659318459809028734020177733639377332668324263215163086422037240497837273346604032000,7
calf,2011,12,7613,4814,128,1.,37520,597,1.016168783685171517138265646956121911582139558017627613495273782525213194583426163750884784000000,3
vlc,2000,12,71959,46262,591,5.,40579,25697,2.80039234926361355843244825762914290713292790062794656681977107911447800285729941518482536779302304875846996406010692352000,1
yasm,2001,12,48655,26045,377,2,28014,22610,10.9647421777802942990941945691650040626200039176853177052779980190071250,0
fallenswordhelper,2010,12,27770,30548,156,2.,25271,-2778,0.88131248392756539010600860260053240613083194575041502274612254744267644753025733560456402699101947386904213081364655329828610289315053568,2
adonthell,2012,12,12748,4953,142,1.,147053,7795,1.0559752402002613920265565422234098507003592233289881160758652869495533743061434174174738904678400000,12
pnotepad,2007,12,35970,16277,436,1.,480530,15035,1.03229895057794496566358584756320834259866579768959115087496854111735406745353700422563492623626526182304046401575208240898717167717368895658810632960,5
valide,2010,12,45591,33485,265,1,177942,12106,1.07299983116116814483088687502218358963053414382732239111374823381318460702565463167643303948504862141237721472000,2
twiki,2001,12,35086,21580,1218,2.,24732,13506,2.2030999464652999719414468504495199326825059797603974493518125747006451849763835674340133005494530090119404183212878189490482913626880,1
Shinken,2011,12,358203,274072,2661,5.,96712,17880,1.2268114471614851275879591695145384863616338975676974891675665798685508356490074909404865534723387903276698038049531489228902717440,2
mplayerosx,2011,12,0,0,0,0.,6998,0,1.000000000000,8
courier,2003,12,55799,9274,242,1.,141224,46525,1.4912934667081012597041214179792816969643275571899165046317939057823550866613988137244323606494739950515611481244805190924849709315894742664000,5
ispcp,2009,12,409805,372613,1196,4.5,576001,37192,1.069398935658364321166204780938216133660913626921561054078030662850401372151192361029989069400900964718389805508838432665350528713702861320385331200,3
looks,2009,12,1209,523,20,0.,19173,686,1.037107156383222150604049451553764900000000000,6
wine-doors,2009,12,52888,133898,122,0.,221426,-81010,0.73214167621457348352617372225400243147228403400000000000,3
sugar,2012,12,14954,8775,666,6.,82571,6124,1.080107787102542030701951622344431287907178292842592725996788446652801058838883154084764204947410897512760541548865420585751552000000,6
upp,2010,12,498041,272289,996,7.,1361872,225752,1.200307712507271758580090743380026973686422706303974354810456005330047381201570044662268050391309996041422954219731851052666095703050580400000,2
weechat,2012,12,55456,40671,463,2.5,142872,14774,1.115333572733583011663949532943187004457690699508867074630590344803131314356911241607550222706435749013845297090964289522188128006100352000000,9
deki,2012,12,85,64,18,0.,905604,21,1.000023189481249820719539200200000000000,6
gnuplot,2007,12,4937,3413,308,3.,140454,1524,1.01096955301249774494908594571785233982232189426462006736576006130212243203203727407607350950261593277877409288304784139170482249530403355230900300800,9
logback,2012,12,8942,4906,339,2.,79155,3666,1.0485633668522601104905678484569963909251598190546816435705880701303226979481664144140461403258105911360402919266992422592000,6
eraser,2011,12,2378,3277,81,1.,144456,-899,0.99376426277557810376748652677175676495410918372437745788147631996429674542592000000,4
mariadb,2004,12,4634367,2123460,10712,43.,1008125,354724,1.54303327940480807944920389111474226464346798438905801202960000000,4
paste,2009,12,218,114,44,1.,40048,104,1.0026037754742830527726318529717514878450897679248941233581809194668170822113816000000,4
handbrake,2010,12,97190,68622,1554,3.,307472,28568,1.102429509797571685487998555586313537939412858989046118733220848818320103862684062980984925900039759812911606314507383514299135551919872000000,4
eclemma,2012,12,4741,2038,134,1.,13237,2568,1.2406973474430418229111038129615412728305977040410544056347039468882623697650012932967291601797473544385738160020254215525526528000,6
javacc,2011,12,0,0,0,0,32727,0,1.000,8
freenet,2009,12,317493,213873,4254,10.,643117,74162,1.130347742798796952544284573694477167847509164274827905613781660371271567540694312213944388502099519363639267365255786197455982746233589584409600,9
enigmail,2002,12,14348,5427,246,1.,11555,8921,4.38686408499065431095232959930986922271519116024526741146913776156332394143169832447324290792869439987401438862324218880000,1
bluefish,2010,12,20395,9511,584,3.,443219,10884,1.0251749222258343408403933733302260558170437134624666618416017939547837012422756136343639535717563425673524037687346056487743648688928601121746819840,8
gnulib,2009,12,154497,89807,1717,10.,386782,64690,1.20084323733123113093104056213783863986946998454903786103445667523499331402889188902410674304619557861018851174011232130955032319704109056000,17
sproutcore,2012,12,42242,35890,509,5.5,196972,3869,1.0204144088038091259310736649819126683385596465604634814032856351212974140931639123151271824796599949366720057097606616027466494286042590783488000,4
netbeans,2003,12,161687,40104,2797,32.5,529251,121583,1.298240234706305535461245461562316024101770759441397118993831807457145401874415774151902433348939676192407507206478068413657051294387200,4
bluez,2010,12,53856,29543,1764,14.5,130623,24313,1.22869908757026208316845817972002347190713108641276395492505027253806373706701411797937977389475390318449519960905256686152197259732582400,9
gsl,2012,12,103,50,9,0.,755414,53,1.000070165126341291664961897771550799258582400000000,16
