projectName,year,month,sum_loc_added,sum_loc_deleted,sum_commits,median_contributors,max_loc_total,sum_abs_loc_growth,prod_loc_growth_factor,age
qsynth,2009,12,7635,2732,101,1.,15945,4903,1.444031878262837933461384949310104855692879434326077235240957807098811814905842850523325440000000,6
octave,1996,12,156902,73648,1026,1.,218789,83254,1.65787435794675137120621881082291905515989671627482707996714205544034528554596086317207771816716497268671046357971353141248000000,3
openvpn,2011,12,249751,27871,1329,6.,400725,25437,1.0677799450050083031065063523941784863937721626532514941497200828716376806071437734989689032195394506302368108851879353080514746481849443442480000,9
sakai,2007,12,706330,377161,6977,31.,1260512,329169,1.390058265377566268484661707882921136908152557890639694064011822829427921273966685764896038097010326692197346202155853415996279515443200,1
cdexos,2005,12,0,0,0,0.,176116,0,1.000000000000,5
premake,2006,12,0,0,0,0.,18456,0,1.000000000000,3
rosegarden,2011,12,105072,82140,391,3.5,710636,22932,1.03334574176847565271061640151711777897552150206813282926085329357299218119217069615353012743548781533541207448988566408515638472363935005776987081932800000,10
clojure,2013,12,1271,375,73,3,62301,896,1.01459164563229796595991834599190189392,7
midori,2011,12,11234,8317,777,4.5,50058,2917,1.0618781952009145097270399001283108583125510424279784995555512055591178807782278348567685453483872077722746853279760945515716233071186223513600,3
theunarchiver,2007,12,1544,708,16,0,269708,836,1.0031092862027324332756064000000000,0
cobbler,2013,12,771,414,35,4,26216,305,1.011771062483058122248623712363709787,7
three20,2012,12,2903,560,53,0.,54673,858,1.015943510170398785263470000000000,3
WebKit,2009,12,823945,448017,15532,62.,1868682,375928,1.25183519857648267081089714749253788192323155600800573619686550148293622960768543024001024669009364866479557672516312689929297369497600,8
fetchmail,2001,12,8482,6495,515,1.,21755,1987,1.10051598541927915544779917024505972608730759022769964588919148094739772525474850034201813412362699277630931978206255589748533705770635493056640,5
ogre,2005,12,137360,77705,891,4.,259147,59655,1.2990345477486627952520616553758850317217129762894964914224651184792996602605550622763089674405725421471486565415914547264325626707968000,3
jelix,2008,12,44990,18762,911,8.,66480,26203,1.650569804059629082490002618456346284416051864412762193491766687659085460883804880493026321104321323228399182582588335184759139842662400,2
openvz,2008,12,49900011,33947575,79145,599.,24304272,1282752,1.055719691838247892902525579902007412337937439740771479672756821950210815538723090258759939805782585158835156000524682775080131543473678792125440000,3
conky,2008,12,44683,40145,451,2.5,25775,4436,1.2078822812653785987903255568804617428637528500364652499772403803434732209985766688748472289461369588722086892799440632384957440000000,3
tesseract-ocr,2009,12,74519,77413,130,0.,141148,-2894,0.978747934639435388966156181656448468963052286283200000000,2
doxygen,2004,12,16838,6650,189,1.,172015,10188,1.062956119809422150359187398959064177405287993410838504284771874745748875620122206806615464119790854509457051216095342417656056914461915067590400,4
opentk,2013,12,0,0,1,0,856399,0,1.000,6
mondrian,2003,12,1328180,1248028,406,3.,759802,80152,1.117931288162020855842946545550965995714121015737071098481690804518395935913987255065555428347166302010106227799665653435481761651756344042043827200,1
nedit,2007,12,764,632,39,1.,112881,132,1.001170742090814657964380196990612994914738739337038483260295540046592719550656000000000,7
arduino,2005,12,90668,72288,67,1.5,54365,18380,1.5108393552238486340170825492462835028301459066776,0
supertuxkart,2011,12,47882,29241,2035,4.5,95668,18641,1.2456803954092268488724378564136865817981013749220838445202050476179170414391901499785457740076054892178465131498586509887570632704000,4
ecls,2005,12,40731,93802,716,2.,417788,-53071,0.87776165469020446339212752082052332626609674638917855437883338426066341212342641578556944328370908023024306431111681519819911255756154513215488000,4
tao,2005,12,542326,542161,3077,17.,1233813,165,1.0001338587054914299817462998441352601511438559249282963687735955941758646315238831910428790949920389889078537916063905428819821506726944000,8
velocity,2012,12,485,9436,15,0.,51153,-8951,0.82500830877086136348095652686284410357254451103482000000000,12
node_js,2010,12,100184,63555,2235,22.,75824,28203,1.592238718267998536280648930940043079229614514838875478100664215809135546420848847756278604376727986846274459055884177403689156608000,1
cheetah,2003,12,168,92,24,1.,9057,76,1.008467966574327152177958094894300276593290729030105235924143458697817905862609125555674698670571520000000,2
xchataqua,2005,12,52413,26315,483,3.,282453,26098,1.101804138794292116686544209352257294268980821724575614008571531094887799132663188965499637108692184580075034320003725920291787109344583680000,3
sylpheed,2005,12,55480,55891,681,1,105073,-411,0.996103674478052178378694282100484408505926706436747146327465094819910071209598145011032842832696426746806901498288343329300000,0
plan9port,2005,12,299128,131772,1790,1.,719006,167356,1.303373515820420182130306824970273659596654390083581794310567043957732426033461659118729603993217608428202131166068289499081932800,2
fusion,2010,12,47399,16184,181,3.,118456,31215,1.3578019508943151208998013591100732485377266352566123495890888711575875156305052021760153844647269187941858688320950400000,4
impresscms,2009,12,655787,501147,6426,15,880530,154581,1.220778274812844960527100855565889849021169060377894070591802084893744700046413472080125647842789967595703871493354785048877440000,1
amarok,2007,12,235858,203109,3885,17.,214009,32749,1.180674169699606094479578826297107801508996107089279309826700223022609233535337366008725527248176033713466638310872369771183093200000000,4
cayenne,2009,12,118842,103196,497,4.5,260992,15646,1.0697535487629670228707570717765006285798591792399875025553884116103123177678867127835636965975383612585585042621033041808528850818068549632,2
iptables,2000,12,7642,1458,131,3,13274,6184,1.87221438655099953909452436254833174112383627253195056642721103640671784214669912220946122265799040,0
jack,2006,12,50720,4720,200,2.5,67278,46000,3.161857317113932623802050262764224478197406234117664496829999573335747983102268768223872273208597825679995832876681472988361656000,5
ninesixtygridsystem,2010,12,5341,4011,16,0.,5973,1330,1.3361981799967149833285397010212509217060077600000000,0
Jitsi,2010,12,133421,87089,1477,7.,300291,46332,1.18243889763397877407894640282849698763880343763706422854424234969043886303941439253503453091396227597741112204629051670112559847424000,5
stellarium,2003,12,205024,46352,744,1.,208890,158672,4.15966386512122432339394205258288648905183764260251587378133859458547823867192325306318108777271670558662959577016869882036096000,1
freeelks,2004,12,0,0,0,0.,30742,0,1.00,0
yaf,2009,12,201422,90566,1089,3.,189522,110856,2.4091983829557237799264968569711213641957700284900726881237015521764871052557486245686563056185883811126946564075471680321385617126400,6
pekwm,2011,12,2905,2947,72,1.,31675,-42,0.9986736562880648356454902589843826574876780616968107077897807106533328951042002895241575878193667276800000,5
SqueezeCenter,2005,12,162695,157783,2943,10.5,192419,4912,1.026196355369541973647692247897297803657057797010162863605351622652633896291732186319253526067596856108956933151995632548346673660800000,2
syslinux,2005,12,46236,5931,165,1.,61335,40305,2.916547788543869308553002383400657405193027717295146188835172812648284337673601856693189760614400000,7
eclipse-gef,2011,12,79656,41890,486,3.,275693,37059,1.1561509808849554040427466360954133749643892628004561711480903482652491408253966798580765866363890752639549309648252646934728776271032809404800,9
premake,2010,12,25595,11070,372,2.,89942,8050,1.09844686314881377212414310560135695246412496980997336149740269315183235195422383832999989721912885437285045996996553924989084903720000,7
moq,2010,12,23009,18410,117,1.,32619,4599,1.164132762303696933090960210291279048014925591959430134232033172109390360823420075618186040336640000,2
gitorious,2011,12,17063,54478,554,4.,253432,-23245,0.9078153689965694103196614160843051909253833578501647842976392193999704359944140501736434915706734229030561413358000404983791069202831998976000,4
PPI-perl,2009,12,15881,8343,160,2.,17332,7538,1.7696548906790937878092136597256696079428409499509348990242836288542840737085866805364132649314747801111409887613792151047404827832107008000,3
postgres,2002,12,192838,196664,2260,8.,357368,-3826,0.98825479662749113083892127270306095087325113516717971326707816273864825084337993167168275863770258783915382106653534243908017235889160000,6
lives,2006,12,32869,12428,397,1.,76006,20441,1.367875461175367870151079660828724181384788051734906350883593342194843485659748771183946934683901091687272470391932157345911635968000,2
compiz,2009,12,221065,244842,1558,4.5,135446,-398,0.99703440978463015722019507766569045938853454987906547442917443309270091303789289810812043660204792046067885105479190222527833080392400000,3
firebreath,2012,12,55763,12261,208,3.,70209,14824,1.2676536969028147752254161976131840412179435614185503336516254763274365958628554565382223520625079954753637580800000,3
hal,2012,12,0,0,0,0.,83547,0,1.000000000000,9
mc,2012,12,112914,82824,1390,5.,230946,17510,1.082334132688051090867181166513687868333189626401888974939285926038676146471468036731279392156954355563469135171991802084131872073525531236331520,15
jain-sip,2011,12,0,0,0,0,114252,0,1.000,8
h2database,2007,12,152905,141744,605,1.,99014,11161,1.12704176294567098393654570050139836769343382925191358004203623327658216976549550118104615427898931825977910729701419060815290804371430400,0
beagle,2004,12,79570,39554,933,6.,55218,40016,3.6322852254727186962526708392022748597845148893979129260582376144824241109759612153600,0
mplayer,2011,12,36263,103154,1645,7.5,465452,-66891,0.87407899636996090694306889902786186984420238184047540044650181704366556693005911207344923672791195282640454321793268129218859956347741092972463001600,10
weechat,2010,12,27443,11192,493,1.,114447,16251,1.16549553953697125537182075768121308889147242366776441680457704800624612894316266366489387603395626169008804566812656869100191817269248000,7
statcvs,2003,12,14247,12049,219,1.,9038,2198,1.32582270975976660767169639501958913747558410485446933711356158618768208535187200000,1
pywebkitgtk,2008,12,16235,11722,246,1.,5212,4513,7.4563662380433199486372126492692487237803865082160122278342069052248455878384582100000000,1
openportal,2006,12,95458,18993,583,8,80870,76465,18.3586833152393308934894968078700100756048553613724045662630521822169040,0
illumos,2013,12,11492,7468,104,14,9441170,4024,1.0004264001002613084013561737495830950896,8
geeklog,2008,12,147379,98471,1594,2.5,258103,48547,1.2316659985896443628901838118584223637553872018486295614727531260385395948566616524624639384680815740493338638110173338683705430739184779264000,7
offlineimap,2013,12,0,0,0,0,6309,0,1.000,11
statcvs,2013,12,0,0,0,0,19970,0,1.000,11
spree,2008,12,755354,584184,1788,4.5,361470,89224,2.62580174929229691499018307386710862926035500266580667556084467965333365600781236932262926827357438310843904,0
smf,2013,12,3428,2746,212,3,186851,490,1.00262930548797404562019165249258959490,1
zimbra,2011,12,0,0,0,0.,1741452,0,1.000000000000,5
rails,2010,12,340649,341635,5660,58.5,145701,6556,1.0471163175051821611204742454009150084013003207981109687217610249431061415607094645670638727840250026750917121747369698380349440000000,6
unknown-horizons,2011,12,144500,69713,2622,8.,56527,29917,2.124276587754857157069653927234668760049711596674734240497953502598857030146577736890285678176525156622984653931474114788645577687040,4
e2fsprogs,2007,12,13011,5471,276,3.5,103975,5336,1.054096249948103691393226870063636117083377702324417433600158811464858826140415410494686808367224251371361404653555507644121733293670400,10
zenoss,2010,12,4601893,1884673,2259,18.,6026893,2717220,1.8209934939022295063754726135608026437777462043090375653098651253348935746381523394261040759851712032411071421973523448275913992522884430837646950400,6
lives,2009,12,116682,6604,454,1.,193393,110078,2.32122666978806155097844892209861043293346830067689643425189208801096590632721639398551224439313287930934539805594159601294386891776836000000,5
derby,2007,12,123086,69190,1645,12.,561243,53896,1.106231041091743088045635594599270272499444162801276277183259921412284322573388895672648959837895519945989784269126222286904909515703474823680,2
bison,2000,12,11843,9249,178,1.,12314,2594,1.26880829015064773261903456285140581501997237311913335918989443057408075005824486400000,9
freerapid,2011,12,25439,18893,451,4.,132528,6546,1.05225012372341766912120928633118590196992865518952578695332698879587091578301424128118229324732164497535770852511906217179499793109252988960000,3
freenas,2013,12,16396,6137,355,3,171682,10259,1.06355352086828625236440178722209968,3
devhelp,2008,12,6319,6557,196,1.,8760,-238,0.972756410235419195700383629834003383076298574035162706651238094680567832251536000000,7
rproject,2009,12,115307,92839,2261,9.,649273,22468,1.0358452788309712737809672202465336644760519759929759322128444269112893297615702522205219617873331693897879002964062012288855461425456877255069811200,12
secondlife-viewer,2013,12,17701,11294,70,3,1094478,-736,0.9993279852156476738541541590,6
ree,1998,12,0,0,0,0,67054,0,1.00000000000,0
librsvg,2004,12,30388,10090,510,4.,37842,20298,2.156976744179655908926179234299954608698524295283881880970634616548186926185276402211687160642262529099005099039467295158674030565480652800,3
deadbeef,2013,12,0,0,0,0,207029,0,1.000,4
phpgedview,2009,12,140756,84411,3852,7.,358757,56345,1.19118340649815070008054776906944643748094686429357480914756343643690420120184081382074246485675327092424764902168723079879380480000000000,3
